,case_identifier,inputstate_2016,healthcov2_2016,educ_2016,marstat_2016,faminc_2016,presvote16post_2016
4386,53866883,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$10,000 - $19,999",Gary Johnson
4387,53871908,New York,Other,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
4388,53895875,New Hampshire,I have private insurance or belong to an HMO.,4-year,Single,"$60,000 - $69,999",Other
4389,53898137,Pennsylvania,I have private insurance or belong to an HMO.,High school graduate,Divorced,"$50,000 - $59,999",Donald Trump
4390,53909462,New Jersey,I have private insurance or belong to an HMO.,2-year,Married,"$60,000 - $69,999",Donald Trump
4391,53926847,Oklahoma,,High school graduate,Married,"$40,000 - $49,999",Gary Johnson
4392,53932247,Michigan,I have private insurance or belong to an HMO.,Post-grad,Married,"$70,000 - $79,999",Hillary Clinton
4393,53982635,Washington,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$150,000 or more",Donald Trump
4394,54002297,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
4395,54038969,Arizona,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Divorced,"$50,000 - $59,999",Donald Trump
4396,54056762,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,Prefer not to say,Hillary Clinton
4397,54057383,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$70,000 - $79,999",Hillary Clinton
4398,54058382,Michigan,I have private insurance or belong to an HMO.,4-year,Single,Prefer not to say,Hillary Clinton
4399,54065504,Michigan,I have private insurance or belong to an HMO.,4-year,Single,"$70,000 - $79,999",Donald Trump
4400,54073772,West Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Did not vote for President
4401,54075017,Missouri,I have private insurance or belong to an HMO.,Some college,Widowed,Prefer not to say,Hillary Clinton
4402,54076520,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"$60,000 - $69,999",Donald Trump
4403,54083264,Illinois,I have private insurance or belong to an HMO.,High school graduate,Married,"$20,000 - $29,999",Hillary Clinton
4404,54088859,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Domestic partnership,"$30,000 - $39,999",Donald Trump
4405,54092057,California,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,Prefer not to say,Donald Trump
4406,54106586,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$40,000 - $49,999",Hillary Clinton
4407,54107762,Illinois,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$50,000 - $59,999",Hillary Clinton
4408,54109535,Oregon,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Donald Trump
4409,54110597,Georgia,,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4410,54113843,Pennsylvania,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Donald Trump
4411,54117638,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$60,000 - $69,999",Donald Trump
4412,54120896,Maine,,Some college,Married,"$50,000 - $59,999",Donald Trump
4413,54121880,Nebraska,I have private insurance or belong to an HMO.,Some college,Divorced,"$70,000 - $79,999",Hillary Clinton
4414,54125579,Illinois,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Donald Trump
4415,54130286,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$120,000 - $149,999",Hillary Clinton
4416,54135074,New Jersey,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
4417,54135389,Alabama,I have private insurance or belong to an HMO.,2-year,Married,"$60,000 - $69,999",Donald Trump
4418,54154949,Pennsylvania,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$40,000 - $49,999",Donald Trump
4419,54158087,New York,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Hillary Clinton
4420,54167018,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Single,"$10,000 - $19,999",Donald Trump
4421,54188942,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Divorced,"$20,000 - $29,999",Gary Johnson
4422,54202469,New York,I have private insurance or belong to an HMO.,4-year,Separated,"$50,000 - $59,999",Hillary Clinton
4423,54224684,Kentucky,Other,Post-grad,Single,"$20,000 - $29,999",Donald Trump
4424,54276182,Pennsylvania,I have private insurance or belong to an HMO.,2-year,Married,Prefer not to say,Hillary Clinton
4425,54302996,Florida,I have private insurance or belong to an HMO.,Some college,Married,"$100,000 - $119,999",Hillary Clinton
4426,54323216,Utah,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Hillary Clinton
4427,54329894,New York,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Widowed,Prefer not to say,Donald Trump
4428,54347336,Washington,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Hillary Clinton
4429,54389105,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Single,Prefer not to say,Donald Trump
4430,54414167,Virginia,I have private insurance or belong to an HMO.,Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4431,54421418,Florida,I have private insurance or belong to an HMO.,High school graduate,Married,"$50,000 - $59,999",Donald Trump
4432,54421598,Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$150,000 - $199,999",Hillary Clinton
4433,54422996,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Married,"$80,000 - $99,999",Jill Stein
4434,54423206,Missouri,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Hillary Clinton
4435,54423710,Michigan,I have private insurance or belong to an HMO.,High school graduate,Widowed,"$120,000 - $149,999",Donald Trump
4436,54425081,Nevada,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Widowed,"$30,000 - $39,999",Donald Trump
4437,54428336,California,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Divorced,"$10,000 - $19,999",Hillary Clinton
4438,54434396,Georgia,I have private insurance or belong to an HMO.,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4439,54436388,Florida,I have private insurance or belong to an HMO.,Post-grad,Married,"$120,000 - $149,999",Donald Trump
4440,54450368,Florida,I have private insurance or belong to an HMO.,Post-grad,Single,"$60,000 - $69,999",Hillary Clinton
4441,54459680,Illinois,I have private insurance or belong to an HMO.,Some college,Domestic partnership,"$100,000 - $119,999",Gary Johnson
4442,54465140,New York,Don't know,4-year,Married,Prefer not to say,Donald Trump
4443,54469721,Indiana,I have private insurance or belong to an HMO.,Some college,Single,"$250,000 - $349,999",Donald Trump
4444,54470045,Florida,I have private insurance or belong to an HMO.,Post-grad,Divorced,"$120,000 - $149,999",Donald Trump
4445,54471944,New Jersey,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$70,000 - $79,999",Donald Trump
4446,54477593,Florida,I have private insurance or belong to an HMO.,Some college,Married,"$80,000 - $99,999",Donald Trump
4447,54479300,Florida,I have private insurance or belong to an HMO.,High school graduate,Married,"$100,000 - $119,999",Donald Trump
4448,54481037,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$200,000 - $249,999",Donald Trump
4449,54483863,Tennessee,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$150,000 - $199,999",Donald Trump
4450,54488519,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Divorced,"$30,000 - $39,999",
4451,54506840,Georgia,,High school graduate,Single,Prefer not to say,
4452,54507419,Florida,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$20,000 - $29,999",Donald Trump
4453,54518228,Pennsylvania,I have private insurance or belong to an HMO.,Post-grad,Married,"$80,000 - $99,999",Donald Trump
4454,54529184,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$60,000 - $69,999",Hillary Clinton
4455,54534359,Texas,I have private insurance or belong to an HMO.,Some college,Single,Prefer not to say,Donald Trump
4456,54535007,California,"I'm covered by a government plan, such as Medicare or Medicaid.",No HS,Divorced,"$20,000 - $29,999",Donald Trump
4457,54543830,Florida,I have private insurance or belong to an HMO.,Post-grad,Married,"$500,000 or more",Donald Trump
4458,54551726,Vermont,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$30,000 - $39,999",Donald Trump
4459,54553295,Colorado,,Some college,Married,"$40,000 - $49,999",Donald Trump
4460,54560714,Nevada,,No HS,Married,"$20,000 - $29,999",Donald Trump
4461,54563429,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Married,"$60,000 - $69,999",Donald Trump
4462,54571796,California,I have private insurance or belong to an HMO.,4-year,Married,"$120,000 - $149,999",Hillary Clinton
4463,54573170,Louisiana,I have private insurance or belong to an HMO.,Some college,Single,"$60,000 - $69,999",Donald Trump
4464,54584516,North Carolina,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 or more",Hillary Clinton
4465,54589880,Virginia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$120,000 - $149,999",Donald Trump
4466,54589925,Florida,I have private insurance or belong to an HMO.,Some college,Divorced,"$30,000 - $39,999",Hillary Clinton
4467,54590513,New Jersey,I have private insurance or belong to an HMO.,2-year,Married,"$80,000 - $99,999",Donald Trump
4468,54595184,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Married,"$100,000 - $119,999",Hillary Clinton
4469,54598496,Ohio,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"Less than $10,000",
4470,54607592,Alabama,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Domestic partnership,Prefer not to say,Hillary Clinton
4471,54626096,Maine,I have private insurance or belong to an HMO.,Some college,Married,"$40,000 - $49,999",Donald Trump
4472,54637994,California,I have private insurance or belong to an HMO.,2-year,Married,"$100,000 - $119,999",Donald Trump
4473,54640058,Minnesota,Other,Post-grad,Married,"$60,000 - $69,999",Hillary Clinton
4474,54642752,California,I have private insurance or belong to an HMO.,Post-grad,Single,"$150,000 - $199,999",
4475,54643586,Alabama,"I'm covered by a government plan, such as Medicare or Medicaid.",Post-grad,Married,"$200,000 - $249,999",Hillary Clinton
4476,54650315,Missouri,,High school graduate,Married,"$10,000 - $19,999",Hillary Clinton
4477,54664307,Texas,I have private insurance or belong to an HMO.,2-year,Domestic partnership,"$150,000 - $199,999",Hillary Clinton
4478,54710804,Georgia,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,"$30,000 - $39,999",Donald Trump
4479,54711122,Ohio,I have private insurance or belong to an HMO.,High school graduate,Married,"$80,000 - $99,999",Hillary Clinton
4480,54713450,Kansas,"I'm covered by a government plan, such as Medicare or Medicaid.",2-year,Married,"$50,000 - $59,999",Hillary Clinton
4481,54725510,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Married,"$20,000 - $29,999",Hillary Clinton
4482,54725648,Georgia,,Some college,Married,"$30,000 - $39,999",Donald Trump
4483,54732101,Florida,,High school graduate,Single,"$50,000 - $59,999",Gary Johnson
4484,54734282,Michigan,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 or more",Hillary Clinton
4485,54739958,New York,I have private insurance or belong to an HMO.,Post-grad,Married,"$200,000 - $249,999",Jill Stein
4486,54742631,Florida,I have private insurance or belong to an HMO.,4-year,Married,"$80,000 - $99,999",Hillary Clinton
4487,54743462,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$40,000 - $49,999",Donald Trump
4488,54752981,Pennsylvania,I have private insurance or belong to an HMO.,4-year,Married,"$60,000 - $69,999",Donald Trump
4489,54758294,Michigan,I have private insurance or belong to an HMO.,Post-grad,Single,Prefer not to say,Hillary Clinton
4490,54761636,Virginia,I have private insurance or belong to an HMO.,4-year,Married,"$100,000 - $119,999",Hillary Clinton
4491,54766193,Texas,"I'm covered by a government plan, such as Medicare or Medicaid.",Some college,Widowed,"$40,000 - $49,999",Donald Trump
4492,54766244,Indiana,I have private insurance or belong to an HMO.,High school graduate,Married,"$40,000 - $49,999",Gary Johnson
4493,54777503,New York,I have private insurance or belong to an HMO.,High school graduate,Married,"$30,000 - $39,999",Donald Trump
4494,54786623,Pennsylvania,I have private insurance or belong to an HMO.,4-year,Single,"$80,000 - $99,999",Hillary Clinton
4495,54792677,Indiana,I have private insurance or belong to an HMO.,Post-grad,Married,"$100,000 - $119,999",Donald Trump
4496,54812612,Oregon,"I'm covered by a government plan, such as Medicare or Medicaid.",High school graduate,Divorced,Prefer not to say,Donald Trump
4497,54823502,Kentucky,I have private insurance or belong to an HMO.,Some college,Married,"$30,000 - $39,999",Donald Trump
4498,54836354,Massachusetts,I have private insurance or belong to an HMO.,4-year,Married,"$150,000 - $199,999",Other
4499,54837638,Massachusetts,"I'm covered by a government plan, such as Medicare or Medicaid.",4-year,Divorced,Prefer not to say,Hillary Clinton
